id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone
5057,Bengaluru,2025-12-01 04:35:09.328072+00:00,21.4,83.0,4.388888888888889,8.85,8.75,7.05,68.0
5058,Bhopal,2025-12-01 04:35:09.664007+00:00,20.1,49.0,2.888888888888889,42.75,42.25,10.65,66.0
5059,Chennai,2025-12-01 04:35:09.282306+00:00,25.2,94.0,12.61111111111111,10.15,8.05,5.25,81.0
5060,Dehradun,2025-12-01 04:35:09.732777+00:00,19.6,29.0,1.6944444444444442,19.05,18.85,26.65,6.0
5061,Delhi,2025-12-01 04:35:09.420516+00:00,16.2,55.0,1.0,101.25,100.95,40.75,36.0
5062,Hyderabad,2025-12-01 04:35:09.339685+00:00,23.1,57.0,3.194444444444444,44.15,43.65,13.75,72.0
5063,Indore,2025-12-01 04:35:11.324074+00:00,22.4,53.0,2.694444444444444,45.25,44.75,16.45,65.0
5064,Jaipur,2025-12-01 04:35:09.534744+00:00,19.1,56.0,1.6944444444444442,62.55,61.65,24.05,43.0
5065,Kolkata,2025-12-01 04:35:09.319052+00:00,24.3,57.0,2.388888888888889,173.15,172.65,40.55,50.0
5066,Lucknow,2025-12-01 04:35:09.549043+00:00,18.1,52.0,2.5,67.45,66.95,15.15,48.0
5067,Mumbai,2025-12-01 04:35:09.306579+00:00,27.1,39.0,3.3888888888888884,52.75,52.35,32.45,55.0
5068,Patna,2025-12-01 04:35:09.548067+00:00,20.1,68.0,2.694444444444444,98.15,97.75,23.05,35.0
5069,Pune,2025-12-01 04:35:09.472165+00:00,23.5,35.0,2.305555555555556,44.15,43.65,9.95,92.0
5070,Surat,2025-12-01 04:35:09.707991+00:00,26.7,33.0,4.194444444444445,58.85,58.45,43.65,24.0
5071,Ahmedabad,2025-12-01 05:49:29.241437+00:00,25.0,41.0,3.0,57.15,56.85,19.95,34.0
5072,Bengaluru,2025-12-01 05:49:29.050783+00:00,21.1,83.0,4.611111111111112,10.35,10.15,9.95,66.0
5073,Bhopal,2025-12-01 05:49:29.433192+00:00,23.8,39.0,2.888888888888889,44.05,43.65,10.45,66.0
5074,Chennai,2025-12-01 05:49:29.047319+00:00,25.0,94.0,13.194444444444445,10.25,8.15,6.75,77.0
5075,Dehradun,2025-12-01 05:49:29.457429+00:00,20.8,28.0,1.611111111111111,19.75,19.55,26.55,5.0
5076,Delhi,2025-12-01 05:49:29.024071+00:00,19.1,40.0,1.3888888888888888,111.25,110.75,47.45,27.0
5077,Hyderabad,2025-12-01 05:49:29.007672+00:00,24.2,54.0,3.888888888888889,49.55,48.95,16.55,73.0
5078,Indore,2025-12-01 05:49:29.313259+00:00,24.1,50.0,2.8055555555555554,47.05,46.75,18.45,61.0
5079,Jaipur,2025-12-01 05:49:29.250543+00:00,20.1,53.0,1.6944444444444442,63.75,62.55,23.75,44.0
5080,Kolkata,2025-12-01 05:49:29.010118+00:00,26.2,51.0,2.388888888888889,185.25,184.75,36.05,69.0
5081,Lucknow,2025-12-01 05:49:29.257400+00:00,21.4,40.0,2.694444444444444,72.05,71.85,16.15,47.0
5082,Mumbai,2025-12-01 05:49:29.035789+00:00,28.2,37.0,2.611111111111111,51.15,50.75,34.25,51.0
5083,Patna,2025-12-01 05:49:29.262527+00:00,22.0,61.0,3.3055555555555554,99.55,99.15,22.45,39.0
5084,Pune,2025-12-01 05:49:29.217238+00:00,25.1,34.0,2.388888888888889,46.85,46.35,13.45,88.0
5085,Surat,2025-12-01 05:49:29.443988+00:00,28.4,30.0,4.111111111111112,59.15,58.85,42.65,23.0
5086,Ahmedabad,2025-12-01 06:56:21.730037+00:00,26.2,37.0,2.694444444444444,56.75,56.35,21.15,30.0
5087,Bengaluru,2025-12-01 06:56:21.528737+00:00,22.2,83.0,4.805555555555555,12.15,11.95,13.75,65.0
5088,Bhopal,2025-12-01 06:56:21.876910+00:00,23.0,41.0,2.694444444444444,46.15,45.65,10.35,68.0
5089,Chennai,2025-12-01 06:56:21.497517+00:00,25.1,94.0,12.694444444444445,10.55,8.55,8.45,74.0
5090,Dehradun,2025-12-01 06:56:21.932396+00:00,21.3,28.0,2.1944444444444446,24.45,24.15,27.55,5.0
5091,Delhi,2025-12-01 06:56:21.535464+00:00,23.4,29.0,1.611111111111111,133.05,132.65,56.05,18.0
5092,Hyderabad,2025-12-01 06:56:21.525786+00:00,25.3,51.0,3.8055555555555554,52.15,51.75,20.65,76.0
5093,Indore,2025-12-01 06:56:21.760109+00:00,25.3,44.0,2.8055555555555554,52.05,51.65,21.45,56.0
5094,Jaipur,2025-12-01 06:56:21.740614+00:00,23.2,53.0,1.5,66.95,65.85,24.45,46.0
5095,Kolkata,2025-12-01 06:56:21.537869+00:00,27.2,45.0,1.8055555555555556,193.15,192.75,32.25,96.0
5096,Lucknow,2025-12-01 06:56:21.755872+00:00,24.3,29.0,3.194444444444444,77.95,77.45,17.35,49.0
5097,Mumbai,2025-12-01 06:56:21.519546+00:00,31.4,31.0,1.3888888888888888,50.65,50.35,36.05,51.0
5098,Patna,2025-12-01 06:56:21.761802+00:00,25.2,47.0,3.611111111111111,99.35,99.15,22.35,47.0
5099,Pune,2025-12-01 06:56:21.688999+00:00,26.3,33.0,2.0,52.65,52.15,18.25,84.0
5100,Surat,2025-12-01 06:56:21.924531+00:00,28.9,33.0,3.3055555555555554,43.85,43.45,16.35,65.0
5101,Ahmedabad,2025-12-01 07:44:07.026671+00:00,28.0,30.0,2.388888888888889,53.25,53.05,20.65,36.0
5102,Bengaluru,2025-12-01 07:44:06.669735+00:00,22.4,83.0,4.694444444444444,10.95,10.85,15.75,65.0
5103,Bhopal,2025-12-01 07:44:07.084595+00:00,24.3,36.0,2.694444444444444,42.55,42.25,9.55,75.0
5104,Chennai,2025-12-01 07:44:06.662059+00:00,25.1,94.0,12.5,10.65,8.65,9.25,75.0
5105,Dehradun,2025-12-01 07:44:07.138256+00:00,21.4,29.0,2.5,29.75,29.25,26.05,21.0
5106,Delhi,2025-12-01 07:44:06.673691+00:00,23.1,25.0,1.8888888888888888,142.85,142.85,58.75,26.0
5107,Hyderabad,2025-12-01 07:44:06.666604+00:00,26.0,51.0,3.5,43.65,43.25,22.35,83.0
5108,Indore,2025-12-01 07:44:06.929963+00:00,25.3,44.0,2.694444444444444,47.65,47.45,21.65,60.0
5109,Jaipur,2025-12-01 07:44:06.941902+00:00,23.2,57.0,1.8055555555555556,65.15,64.15,23.25,56.0
5110,Kolkata,2025-12-01 07:44:06.699482+00:00,27.3,45.0,2.1944444444444446,157.75,157.35,27.65,125.0
5111,Lucknow,2025-12-01 07:44:07.407079+00:00,24.2,27.0,3.5,76.55,76.25,17.05,61.0
5112,Mumbai,2025-12-01 07:44:06.663992+00:00,31.1,31.0,1.611111111111111,50.95,50.55,35.65,62.0
5113,Patna,2025-12-01 07:44:07.064870+00:00,25.1,44.0,3.6944444444444446,95.65,95.35,20.75,64.0
5114,Pune,2025-12-01 07:44:06.889300+00:00,27.1,32.0,1.611111111111111,48.95,48.55,20.05,88.0
5115,Surat,2025-12-01 07:44:07.127709+00:00,30.1,27.0,3.611111111111111,63.75,63.25,39.35,33.0
5116,Ahmedabad,2025-12-01 08:54:18.018870+00:00,28.1,30.0,2.1944444444444446,51.15,50.95,16.75,60.0
5117,Bengaluru,2025-12-01 08:54:17.810289+00:00,22.3,83.0,4.194444444444445,8.35,8.25,13.85,69.0
5118,Bhopal,2025-12-01 08:54:18.201829+00:00,24.3,36.0,2.611111111111111,39.45,39.05,7.25,94.0
5119,Chennai,2025-12-01 08:54:17.792285+00:00,25.4,94.0,12.5,10.75,8.65,8.35,82.0
5120,Dehradun,2025-12-01 08:54:18.267682+00:00,21.0,31.0,2.305555555555556,35.15,34.35,19.45,65.0
5121,Delhi,2025-12-01 08:54:17.766544+00:00,24.1,25.0,2.305555555555556,122.35,122.35,50.25,68.0
5122,Hyderabad,2025-12-01 08:54:17.798031+00:00,27.2,48.0,3.3888888888888884,41.35,41.05,19.15,101.0
5123,Indore,2025-12-01 08:54:18.058495+00:00,26.0,42.0,2.5,36.85,36.45,16.45,81.0
5124,Jaipur,2025-12-01 08:54:18.056909+00:00,24.1,50.0,2.0,61.35,60.65,18.05,83.0
5125,Kolkata,2025-12-01 08:54:17.795880+00:00,27.2,45.0,2.5,130.35,129.35,20.55,159.0
5126,Lucknow,2025-12-01 08:54:18.053090+00:00,25.3,28.0,3.8055555555555554,73.95,73.45,13.85,91.0
5127,Mumbai,2025-12-01 08:54:17.807533+00:00,32.2,30.0,3.8055555555555554,51.05,50.65,31.15,92.0
5128,Patna,2025-12-01 08:54:18.059516+00:00,26.3,39.0,3.5,87.65,87.25,16.15,99.0
5129,Pune,2025-12-01 08:54:17.984108+00:00,27.7,30.0,1.5,44.15,43.65,15.95,110.0
5130,Surat,2025-12-01 08:54:18.234807+00:00,30.2,28.0,3.6944444444444446,65.15,64.65,39.25,51.0
5131,Ahmedabad,2025-12-01 09:49:53.720529+00:00,28.1,33.0,2.111111111111111,47.45,47.05,11.15,93.0
5132,Bengaluru,2025-12-01 09:49:53.499857+00:00,23.0,78.0,3.8055555555555554,8.15,8.05,10.15,76.0
5133,Bhopal,2025-12-01 09:49:53.923120+00:00,24.1,36.0,2.388888888888889,39.25,38.65,4.35,119.0
5134,Chennai,2025-12-01 09:49:53.480227+00:00,25.0,94.0,12.305555555555554,11.95,9.45,6.65,92.0
5135,Dehradun,2025-12-01 09:49:53.934984+00:00,20.1,35.0,2.111111111111111,32.35,32.15,10.45,123.0
5136,Delhi,2025-12-01 09:49:53.572521+00:00,24.2,25.0,2.388888888888889,96.35,95.85,36.05,127.0
5137,Hyderabad,2025-12-01 09:49:53.495645+00:00,28.2,45.0,3.6944444444444446,41.15,40.65,13.35,124.0
5138,Indore,2025-12-01 09:49:53.765934+00:00,25.3,44.0,2.388888888888889,34.65,34.15,8.45,111.0
5139,Jaipur,2025-12-01 09:49:53.723102+00:00,25.3,47.0,2.305555555555556,56.75,55.75,10.85,119.0
5140,Kolkata,2025-12-01 09:49:53.497559+00:00,26.1,45.0,2.388888888888889,99.15,98.45,12.65,196.0
5141,Lucknow,2025-12-01 09:49:53.725578+00:00,25.2,26.0,3.6944444444444446,64.45,63.95,9.25,132.0
5142,Mumbai,2025-12-01 09:49:53.504895+00:00,31.2,38.0,2.8055555555555554,58.85,58.35,33.55,134.0
5143,Patna,2025-12-01 09:49:53.763091+00:00,26.0,37.0,3.5,74.45,73.95,10.05,144.0
5144,Pune,2025-12-01 09:49:53.756197+00:00,27.9,30.0,1.8055555555555556,41.85,41.35,8.85,141.0
5145,Surat,2025-12-01 09:49:53.937337+00:00,29.9,29.0,3.8055555555555554,67.25,66.75,39.55,76.0
5146,Ahmedabad,2025-12-01 10:49:49.486963+00:00,28.2,33.0,1.5,46.95,46.35,7.15,115.0
5147,Bengaluru,2025-12-01 10:49:49.231227+00:00,22.1,83.0,4.5,7.15,7.15,5.15,100.0
5148,Bhopal,2025-12-01 10:49:49.698412+00:00,24.3,36.0,2.111111111111111,42.55,41.75,2.05,136.0
5149,Chennai,2025-12-01 10:49:49.242779+00:00,25.4,94.0,9.61111111111111,14.05,11.45,4.25,94.0
5150,Dehradun,2025-12-01 10:49:49.728132+00:00,17.2,48.0,1.3055555555555556,25.55,25.55,4.05,161.0
5151,Delhi,2025-12-01 10:49:49.235986+00:00,24.0,25.0,2.0,68.35,67.95,22.05,167.0
5152,Hyderabad,2025-12-01 10:49:49.240447+00:00,26.2,54.0,4.111111111111112,28.35,27.85,3.35,135.0
5153,Indore,2025-12-01 10:49:49.507547+00:00,25.0,44.0,2.111111111111111,40.15,39.45,2.55,128.0
5154,Jaipur,2025-12-01 10:49:49.462566+00:00,24.4,50.0,2.111111111111111,66.55,65.35,5.25,142.0
5155,Kolkata,2025-12-01 10:49:49.233794+00:00,26.4,48.0,2.694444444444444,82.35,81.85,6.05,223.0
5156,Lucknow,2025-12-01 10:49:49.496839+00:00,24.1,27.0,2.8055555555555554,50.45,49.85,5.65,160.0
5157,Mumbai,2025-12-01 10:49:49.244972+00:00,32.2,24.0,5.111111111111111,57.35,56.85,19.95,172.0
5158,Patna,2025-12-01 10:49:49.484363+00:00,26.3,37.0,2.694444444444444,67.65,66.75,5.65,161.0
5159,Pune,2025-12-01 10:49:49.473101+00:00,27.3,24.0,2.0,43.25,42.75,3.85,167.0
5160,Surat,2025-12-01 10:49:49.705221+00:00,29.2,34.0,3.6944444444444446,64.45,63.95,38.25,89.0
5161,Ahmedabad,2025-12-01 11:41:42.065035+00:00,27.0,37.0,1.611111111111111,46.45,45.75,4.55,131.0
5162,Bengaluru,2025-12-01 11:41:41.841400+00:00,21.0,88.0,4.305555555555555,7.35,7.25,3.65,108.0
5163,Bhopal,2025-12-01 11:41:42.261320+00:00,23.1,38.0,2.0,41.25,40.45,1.25,142.0
5164,Chennai,2025-12-01 11:41:41.858901+00:00,25.2,94.0,10.611111111111112,11.85,9.85,3.95,94.0
5165,Dehradun,2025-12-01 11:41:42.291205+00:00,13.1,54.0,1.0,28.05,27.95,1.85,180.0
5166,Delhi,2025-12-01 11:41:41.861452+00:00,22.2,33.0,2.111111111111111,55.05,54.45,15.05,185.0
5167,Hyderabad,2025-12-01 11:41:41.854752+00:00,27.2,48.0,3.6944444444444446,25.45,25.05,2.05,140.0
5168,Indore,2025-12-01 11:41:42.097014+00:00,24.0,47.0,2.0,39.95,39.25,0.85,136.0
5169,Jaipur,2025-12-01 11:41:42.100375+00:00,24.4,50.0,1.3888888888888888,59.55,58.45,2.45,153.0
5170,Kolkata,2025-12-01 11:41:41.835028+00:00,26.1,45.0,3.1111111111111107,79.75,79.35,3.05,237.0
5171,Lucknow,2025-12-01 11:41:42.105925+00:00,23.4,29.0,2.1944444444444446,42.45,41.95,3.75,173.0
5172,Mumbai,2025-12-01 11:41:41.851344+00:00,31.2,36.0,5.111111111111111,59.95,59.55,18.05,217.0
5173,Patna,2025-12-01 11:41:42.235443+00:00,25.3,39.0,2.694444444444444,64.15,63.25,2.85,171.0
5174,Pune,2025-12-01 11:41:42.054529+00:00,24.0,31.0,2.0,41.45,41.05,2.45,179.0
5175,Surat,2025-12-01 11:41:42.269702+00:00,26.3,46.0,3.611111111111111,61.35,60.95,34.85,105.0
5176,Ahmedabad,2025-12-01 13:12:02.632470+00:00,26.3,42.0,1.8055555555555556,46.85,46.05,3.05,142.0
5177,Bengaluru,2025-12-01 13:12:02.426915+00:00,21.0,88.0,4.194444444444445,7.65,7.55,3.05,113.0
5178,Bhopal,2025-12-01 13:12:02.736801+00:00,21.3,49.0,1.8055555555555556,40.55,39.75,1.15,142.0
5179,Chennai,2025-12-01 13:12:02.384460+00:00,25.1,94.0,10.88888888888889,10.45,8.95,4.25,93.0
5180,Dehradun,2025-12-01 13:12:02.849395+00:00,12.5,55.0,1.8888888888888888,31.45,31.35,1.85,186.0
5181,Delhi,2025-12-01 13:12:02.438930+00:00,19.2,43.0,1.8888888888888888,45.55,44.95,10.95,189.0
5182,Hyderabad,2025-12-01 13:12:02.442296+00:00,26.1,51.0,3.5,24.15,23.75,2.15,140.0
5183,Indore,2025-12-01 13:12:02.681385+00:00,22.3,50.0,2.0,39.75,39.05,0.85,137.0
5184,Jaipur,2025-12-01 13:12:02.669627+00:00,23.3,57.0,1.0,48.25,47.45,1.45,155.0
5185,Kolkata,2025-12-01 13:12:02.446802+00:00,24.1,61.0,3.194444444444444,79.05,78.65,2.75,243.0
5186,Lucknow,2025-12-01 13:12:02.683454+00:00,18.2,49.0,1.611111111111111,39.75,39.15,2.85,176.0
5187,Mumbai,2025-12-01 13:12:02.443905+00:00,28.1,48.0,5.111111111111111,66.55,66.05,17.65,263.0
5188,Patna,2025-12-01 13:12:02.678860+00:00,21.2,64.0,2.5,61.85,60.95,1.95,171.0
5189,Pune,2025-12-01 13:12:02.562661+00:00,21.4,30.0,1.6944444444444442,39.75,39.25,2.45,183.0
5190,Surat,2025-12-01 13:12:02.810573+00:00,24.3,52.0,3.6944444444444446,58.05,57.55,30.45,119.0
5191,Ahmedabad,2025-12-01 13:53:23.898586+00:00,25.2,44.0,1.8055555555555556,46.85,46.05,4.15,146.0
5192,Bengaluru,2025-12-01 13:53:23.662742+00:00,21.2,88.0,3.888888888888889,8.05,7.95,4.55,114.0
5193,Bhopal,2025-12-01 13:53:24.140902+00:00,19.2,56.0,1.5,40.45,39.45,1.95,138.0
5194,Chennai,2025-12-01 13:53:23.659943+00:00,25.2,94.0,10.88888888888889,12.45,10.85,4.75,92.0
5195,Dehradun,2025-12-01 13:53:24.147564+00:00,11.2,55.0,2.1944444444444446,35.65,35.55,3.85,186.0
5196,Delhi,2025-12-01 13:53:23.653720+00:00,18.1,45.0,1.8888888888888888,41.85,41.25,13.85,182.0
5197,Hyderabad,2025-12-01 13:53:23.664804+00:00,25.1,57.0,3.3055555555555554,24.25,23.85,3.25,137.0
5198,Indore,2025-12-01 13:53:23.927139+00:00,20.1,60.0,2.1944444444444446,39.65,38.95,2.45,134.0
5199,Jaipur,2025-12-01 13:53:23.925748+00:00,21.1,69.0,1.0,42.65,41.95,2.85,151.0
5200,Kolkata,2025-12-01 13:53:23.657538+00:00,24.1,57.0,3.1111111111111107,79.05,78.85,5.85,236.0
5201,Lucknow,2025-12-01 13:53:23.909908+00:00,15.1,67.0,1.3888888888888888,38.95,38.45,3.95,172.0
5202,Mumbai,2025-12-01 13:53:23.650169+00:00,27.2,51.0,5.111111111111111,72.05,71.35,18.05,291.0
5203,Patna,2025-12-01 13:53:23.934305+00:00,20.4,68.0,2.5,60.65,59.75,4.25,163.0
5204,Pune,2025-12-01 13:53:23.916099+00:00,20.5,31.0,1.1944444444444444,39.25,38.85,3.45,183.0
5205,Surat,2025-12-01 13:53:24.136078+00:00,23.9,54.0,3.611111111111111,55.55,55.25,28.85,125.0
5206,Ahmedabad,2025-12-01 14:49:17.799968+00:00,23.2,61.0,1.6944444444444442,46.75,45.95,8.45,140.0
5207,Bengaluru,2025-12-01 14:49:17.585211+00:00,21.2,88.0,3.8055555555555554,9.05,9.05,9.45,108.0
5208,Bhopal,2025-12-01 14:49:18.074332+00:00,18.1,60.0,1.6944444444444442,40.55,39.65,3.95,131.0
5209,Chennai,2025-12-01 14:49:17.610597+00:00,25.3,94.0,10.88888888888889,13.55,12.15,5.85,91.0
5210,Dehradun,2025-12-01 14:49:18.016330+00:00,10.6,55.0,2.111111111111111,39.05,38.95,8.35,179.0
5211,Delhi,2025-12-01 14:49:17.592490+00:00,18.2,45.0,1.6944444444444442,40.45,39.85,27.75,159.0
5212,Hyderabad,2025-12-01 14:49:17.606773+00:00,23.0,65.0,3.0,24.75,24.45,5.25,131.0
5213,Indore,2025-12-01 14:49:17.824760+00:00,19.2,64.0,2.1944444444444446,39.95,39.25,7.05,126.0
5214,Jaipur,2025-12-01 14:49:17.829418+00:00,20.3,73.0,1.6944444444444442,40.55,39.85,8.15,141.0
5215,Kolkata,2025-12-01 14:49:17.597096+00:00,23.3,61.0,2.8055555555555554,81.85,81.65,13.95,212.0
5216,Lucknow,2025-12-01 14:49:17.832245+00:00,14.3,72.0,1.3888888888888888,39.25,38.85,7.65,160.0
5217,Mumbai,2025-12-01 14:49:17.587498+00:00,27.1,51.0,4.611111111111112,73.45,72.75,19.25,293.0
5218,Patna,2025-12-01 14:49:17.841305+00:00,19.2,73.0,2.305555555555556,60.95,60.15,11.35,147.0
5219,Pune,2025-12-01 14:49:17.803713+00:00,20.0,31.0,1.1944444444444444,39.35,38.95,4.75,181.0
5220,Surat,2025-12-01 14:49:17.998922+00:00,23.6,54.0,3.3055555555555554,53.85,53.35,32.45,117.0
5221,Ahmedabad,2025-12-01 15:45:47.979807+00:00,22.3,61.0,2.305555555555556,47.25,46.45,15.25,128.0
5222,Bengaluru,2025-12-01 15:45:47.768985+00:00,20.2,88.0,3.3055555555555554,10.25,10.25,16.35,96.0
5223,Bhopal,2025-12-01 15:45:48.175750+00:00,18.2,60.0,1.5,41.25,40.45,6.95,119.0
5224,Chennai,2025-12-01 15:45:47.885258+00:00,25.1,94.0,10.388888888888888,13.05,12.05,7.35,90.0
5225,Dehradun,2025-12-01 15:45:48.190532+00:00,10.3,54.0,2.0,43.95,43.85,14.65,165.0
5226,Delhi,2025-12-01 15:45:47.860136+00:00,17.1,52.0,1.8055555555555556,45.65,45.25,48.55,125.0
5227,Hyderabad,2025-12-01 15:45:47.759909+00:00,22.3,73.0,2.694444444444444,25.45,25.15,8.15,122.0
5228,Indore,2025-12-01 15:45:48.071205+00:00,18.2,68.0,1.6944444444444442,41.05,40.15,13.75,113.0
5229,Jaipur,2025-12-01 15:45:47.998828+00:00,20.2,73.0,1.3888888888888888,40.45,39.75,15.65,126.0
5230,Kolkata,2025-12-01 15:45:47.763478+00:00,23.2,61.0,2.0,98.15,97.95,25.45,176.0
5231,Lucknow,2025-12-01 15:45:47.994101+00:00,14.2,72.0,1.6944444444444442,41.95,41.55,13.25,140.0
5232,Mumbai,2025-12-01 15:45:47.757781+00:00,27.3,54.0,4.111111111111112,71.65,70.65,21.25,278.0
5233,Patna,2025-12-01 15:45:48.085643+00:00,18.3,73.0,2.0,65.85,65.15,21.65,124.0
5234,Pune,2025-12-01 15:45:47.973314+00:00,19.1,33.0,1.8055555555555556,39.85,39.35,6.95,174.0
5235,Surat,2025-12-01 15:45:48.192460+00:00,23.4,52.0,3.0,53.75,53.25,38.85,100.0
5236,Ahmedabad,2025-12-01 16:54:03.000740+00:00,21.2,64.0,2.388888888888889,55.95,55.05,24.05,111.0
5237,Bengaluru,2025-12-01 16:54:02.832092+00:00,20.0,88.0,3.3888888888888884,13.55,13.55,22.45,85.0
5238,Bhopal,2025-12-01 16:54:03.180992+00:00,18.2,60.0,1.8888888888888888,45.05,44.25,10.15,108.0
5239,Chennai,2025-12-01 16:54:02.768530+00:00,25.3,94.0,10.305555555555555,12.65,12.15,8.35,89.0
5240,Dehradun,2025-12-01 16:54:03.201823+00:00,10.2,54.0,2.111111111111111,56.35,56.25,20.75,152.0
5241,Delhi,2025-12-01 16:54:02.776465+00:00,15.1,63.0,1.6944444444444442,70.65,70.25,68.15,93.0
5242,Hyderabad,2025-12-01 16:54:02.778355+00:00,20.2,94.0,2.1944444444444446,28.05,27.85,11.25,111.0
5243,Indore,2025-12-01 16:54:03.037998+00:00,17.3,72.0,1.1944444444444444,48.85,48.25,21.15,99.0
5244,Jaipur,2025-12-01 16:54:03.007155+00:00,19.2,78.0,1.0,47.65,47.05,21.25,112.0
5245,Kolkata,2025-12-01 16:54:02.773715+00:00,23.0,61.0,2.111111111111111,118.15,117.95,35.75,143.0
5246,Lucknow,2025-12-01 16:54:02.993111+00:00,13.2,82.0,2.111111111111111,50.95,50.55,19.75,120.0
5247,Mumbai,2025-12-01 16:54:02.771319+00:00,26.1,54.0,3.3055555555555554,67.65,66.25,22.95,253.0
5248,Patna,2025-12-01 16:54:03.008651+00:00,18.2,68.0,1.8055555555555556,78.85,77.95,31.05,102.0
5249,Pune,2025-12-01 16:54:02.997837+00:00,18.1,35.0,1.5,42.65,42.25,11.55,161.0
5250,Surat,2025-12-01 16:54:03.200763+00:00,23.0,48.0,3.1111111111111107,61.35,60.95,44.45,85.0
5251,Ahmedabad,2025-12-01 17:49:47.509890+00:00,21.3,64.0,2.5,65.85,64.85,37.75,88.0
5252,Bengaluru,2025-12-01 17:49:47.273908+00:00,19.3,94.0,3.611111111111111,17.35,17.35,27.15,73.0
5253,Bhopal,2025-12-01 17:49:47.656320+00:00,17.6,54.0,1.8055555555555556,47.65,46.95,14.05,96.0
5254,Chennai,2025-12-01 17:49:47.314995+00:00,25.1,94.0,10.0,11.05,10.55,8.55,88.0
5255,Dehradun,2025-12-01 17:49:47.714058+00:00,10.0,53.0,2.111111111111111,64.45,64.15,25.95,142.0
5256,Delhi,2025-12-01 17:49:47.311520+00:00,14.3,67.0,1.3888888888888888,98.65,97.95,85.45,66.0
5257,Hyderabad,2025-12-01 17:49:47.266833+00:00,20.1,88.0,1.8055555555555556,31.55,31.35,14.75,97.0
5258,Indore,2025-12-01 17:49:47.545860+00:00,16.2,72.0,1.3055555555555556,56.65,55.95,30.25,82.0
5259,Jaipur,2025-12-01 17:49:47.522019+00:00,18.4,83.0,1.0,55.05,54.55,23.15,101.0
5260,Kolkata,2025-12-01 17:49:47.308286+00:00,23.1,61.0,1.0,134.45,134.45,43.45,118.0
5261,Lucknow,2025-12-01 17:49:47.550165+00:00,13.2,82.0,1.8055555555555556,66.95,66.55,28.05,99.0
5262,Mumbai,2025-12-01 17:49:47.293989+00:00,26.0,51.0,1.3888888888888888,53.05,51.65,20.55,151.0
5263,Patna,2025-12-01 17:49:47.553087+00:00,18.2,68.0,1.8888888888888888,93.55,92.55,39.25,82.0
5264,Pune,2025-12-01 17:49:47.480650+00:00,17.5,36.0,1.0,50.25,49.95,20.95,137.0
5265,Surat,2025-12-01 17:49:47.697225+00:00,22.4,48.0,3.1111111111111107,67.25,66.95,48.45,74.0
5266,Ahmedabad,2025-12-01 18:57:35.779039+00:00,19.0,78.0,2.694444444444444,78.85,78.15,61.95,42.0
5267,Bengaluru,2025-12-01 18:57:35.585539+00:00,20.3,88.0,3.1111111111111107,17.75,17.75,32.55,53.0
5268,Bhopal,2025-12-01 18:57:35.968120+00:00,15.2,82.0,1.1111111111111112,53.95,53.15,21.15,74.0
5269,Chennai,2025-12-01 18:57:35.588260+00:00,25.2,94.0,9.694444444444445,11.05,10.75,8.05,88.0
5270,Dehradun,2025-12-01 18:57:35.998952+00:00,9.7,51.0,2.111111111111111,76.55,76.55,34.95,121.0
5271,Delhi,2025-12-01 18:57:35.598985+00:00,13.2,72.0,1.3055555555555556,142.45,141.95,111.95,23.0
5272,Hyderabad,2025-12-01 18:57:35.592697+00:00,19.1,94.0,1.1111111111111112,32.15,32.05,21.15,69.0
5273,Indore,2025-12-01 18:57:35.931971+00:00,16.4,77.0,1.0,70.45,70.05,46.35,51.0
5274,Jaipur,2025-12-01 18:57:35.797637+00:00,17.0,83.0,1.1944444444444444,56.25,55.65,21.85,85.0
5275,Kolkata,2025-12-01 18:57:35.557557+00:00,22.1,65.0,1.0,167.05,167.05,55.15,77.0
5276,Lucknow,2025-12-01 18:57:35.787791+00:00,16.1,59.0,2.111111111111111,94.45,93.95,43.35,61.0
5277,Mumbai,2025-12-01 18:57:35.795061+00:00,25.1,57.0,2.305555555555556,58.25,56.85,25.75,132.0
5278,Patna,2025-12-01 18:57:35.813436+00:00,16.2,77.0,1.8055555555555556,111.45,110.75,50.25,48.0
5279,Pune,2025-12-01 18:57:35.735730+00:00,16.9,37.0,1.1111111111111112,61.65,61.15,40.45,82.0
5280,Surat,2025-12-01 18:57:35.982063+00:00,21.7,49.0,3.3055555555555554,66.75,66.55,52.95,56.0
5281,Ahmedabad,2025-12-01 19:42:37.691453+00:00,19.4,73.0,2.694444444444444,78.85,78.15,61.95,42.0
5282,Bengaluru,2025-12-01 19:42:37.456558+00:00,20.1,88.0,3.1111111111111107,17.75,17.75,32.55,53.0
5283,Bhopal,2025-12-01 19:42:37.799063+00:00,15.2,82.0,1.1111111111111112,53.95,53.15,21.15,74.0
5284,Chennai,2025-12-01 19:42:37.453562+00:00,25.3,94.0,9.694444444444445,11.05,10.75,8.05,88.0
5285,Dehradun,2025-12-01 19:42:37.879885+00:00,9.7,51.0,2.111111111111111,76.55,76.55,34.95,121.0
5286,Delhi,2025-12-01 19:42:37.450192+00:00,13.2,72.0,1.3055555555555556,142.45,141.95,111.95,23.0
5287,Hyderabad,2025-12-01 19:42:37.418858+00:00,19.2,94.0,1.1111111111111112,32.15,32.05,21.15,69.0
