id,city,timestamp,temperature,humidity,wind_speed,pm10,pm2_5,nitrogen_dioxide,ozone,hour,day,month,weekday
2145,Surat,2025-11-22 12:18:24.044619+05:30,29.9,32.0,2.888888888888889,78.35,76.55,39.95,39.0,12,22,11,Saturday
2146,Ahmedabad,2025-11-22 13:08:59.104412+05:30,27.3,39.0,3.0,62.05,61.15,14.45,70.0,13,22,11,Saturday
2147,Bengaluru,2025-11-22 13:08:58.919312+05:30,26.3,74.0,4.805555555555555,5.25,5.25,11.85,49.0,13,22,11,Saturday
2148,Bhopal,2025-11-22 13:08:59.262891+05:30,25.3,36.0,1.3888888888888888,86.25,82.55,11.75,72.0,13,22,11,Saturday
2149,Chennai,2025-11-22 13:08:58.907243+05:30,30.2,84.0,5.888888888888888,7.65,5.85,6.25,71.0,13,22,11,Saturday
2150,Dehradun,2025-11-22 13:08:59.324974+05:30,21.8,37.0,2.611111111111111,34.15,33.75,28.05,23.0,13,22,11,Saturday
2151,Delhi,2025-11-22 13:08:58.917450+05:30,24.1,44.0,2.111111111111111,230.85,229.95,92.15,53.0,13,22,11,Saturday
2152,Hyderabad,2025-11-22 13:08:58.879292+05:30,28.2,58.0,3.0,37.65,37.45,20.95,107.0,13,22,11,Saturday
2153,Indore,2025-11-22 13:08:59.143836+05:30,27.3,39.0,1.805555555555556,89.05,86.25,23.75,54.0,13,22,11,Saturday
2154,Jaipur,2025-11-22 13:08:59.132693+05:30,24.3,47.0,1.611111111111111,106.35,105.15,40.05,28.0,13,22,11,Saturday
2155,Kolkata,2025-11-22 13:08:58.895819+05:30,28.1,48.0,4.0,144.75,143.85,38.25,129.0,13,22,11,Saturday
2156,Lucknow,2025-11-22 13:08:59.142872+05:30,25.0,47.0,2.5,127.55,125.65,27.45,70.0,13,22,11,Saturday
2157,Mumbai,2025-11-22 13:08:58.914740+05:30,33.1,36.0,1.611111111111111,59.95,59.25,36.85,74.0,13,22,11,Saturday
2158,Patna,2025-11-22 13:08:59.141863+05:30,26.0,54.0,2.805555555555556,122.35,120.55,18.35,88.0,13,22,11,Saturday
2159,Pune,2025-11-22 13:08:59.082788+05:30,28.6,45.0,2.694444444444444,37.15,37.05,16.25,80.0,13,22,11,Saturday
2160,Surat,2025-11-22 13:08:59.291510+05:30,30.7,30.0,2.305555555555556,80.05,78.15,39.25,48.0,13,22,11,Saturday
2161,Ahmedabad,2025-11-22 14:16:09.512387+05:30,28.1,35.0,2.888888888888889,63.05,61.85,12.25,88.0,14,22,11,Saturday
2162,Bengaluru,2025-11-22 14:16:09.250836+05:30,26.3,70.0,4.694444444444444,4.15,4.15,10.25,55.0,14,22,11,Saturday
2163,Bhopal,2025-11-22 14:16:09.636916+05:30,26.1,34.0,1.1111111111111112,82.55,78.65,8.85,96.0,14,22,11,Saturday
2164,Chennai,2025-11-22 14:16:09.288780+05:30,31.2,79.0,6.0,7.45,5.75,5.55,73.0,14,22,11,Saturday
2165,Dehradun,2025-11-22 14:16:09.730340+05:30,21.5,38.0,2.611111111111111,35.45,34.35,20.55,69.0,14,22,11,Saturday
2166,Delhi,2025-11-22 14:16:09.289634+05:30,25.2,41.0,2.1944444444444446,195.45,194.55,73.05,98.0,14,22,11,Saturday
2167,Hyderabad,2025-11-22 14:16:09.298836+05:30,28.2,51.0,2.888888888888889,27.35,27.05,16.15,118.0,14,22,11,Saturday
2168,Indore,2025-11-22 14:16:09.535265+05:30,27.0,39.0,1.5,79.35,75.35,17.75,81.0,14,22,11,Saturday
2169,Jaipur,2025-11-22 14:16:09.510200+05:30,25.3,39.0,1.5,95.85,94.25,29.35,74.0,14,22,11,Saturday
2170,Kolkata,2025-11-22 14:16:09.303774+05:30,28.2,45.0,3.888888888888889,103.05,101.45,26.25,170.0,14,22,11,Saturday
2171,Lucknow,2025-11-22 14:16:09.520911+05:30,26.2,45.0,2.611111111111111,114.45,111.95,20.05,104.0,14,22,11,Saturday
2172,Mumbai,2025-11-22 14:16:09.301898+05:30,33.3,41.0,3.0,59.75,59.15,35.05,109.0,14,22,11,Saturday
2173,Patna,2025-11-22 14:16:09.536730+05:30,26.2,54.0,2.805555555555556,116.75,114.75,14.45,118.0,14,22,11,Saturday
2174,Pune,2025-11-22 14:16:09.444816+05:30,29.1,43.0,2.111111111111111,29.65,29.45,12.95,97.0,14,22,11,Saturday
2175,Surat,2025-11-22 14:16:09.711649+05:30,31.0,30.0,2.0,82.15,80.05,38.55,70.0,14,22,11,Saturday
2176,Ahmedabad,2025-11-22 15:10:11.659387+05:30,29.3,33.0,2.5,87.45,84.25,9.15,104.0,15,22,11,Saturday
2177,Bengaluru,2025-11-22 15:10:11.452393+05:30,26.1,70.0,5.0,5.35,4.85,7.35,74.0,15,22,11,Saturday
2178,Bhopal,2025-11-22 15:10:11.856566+05:30,26.0,30.0,1.0,80.95,76.05,5.05,123.0,15,22,11,Saturday
2179,Chennai,2025-11-22 15:10:11.467120+05:30,31.3,79.0,5.388888888888888,9.25,6.65,3.35,78.0,15,22,11,Saturday
2180,Dehradun,2025-11-22 15:10:11.873313+05:30,20.8,40.0,2.388888888888889,62.05,60.95,10.55,135.0,15,22,11,Saturday
2181,Delhi,2025-11-22 15:10:11.441212+05:30,26.1,30.0,2.305555555555556,188.55,185.75,64.45,155.0,15,22,11,Saturday
2182,Hyderabad,2025-11-22 15:10:11.444561+05:30,28.4,48.0,2.805555555555556,25.25,24.55,7.85,120.0,15,22,11,Saturday
2183,Indore,2025-11-22 15:10:11.699178+05:30,28.4,37.0,1.3055555555555556,93.55,86.25,10.05,117.0,15,22,11,Saturday
2184,Jaipur,2025-11-22 15:10:11.683362+05:30,26.1,34.0,1.0,109.85,106.05,13.85,134.0,15,22,11,Saturday
2185,Kolkata,2025-11-22 15:10:11.465052+05:30,28.1,45.0,3.888888888888889,91.85,89.75,15.35,197.0,15,22,11,Saturday
2186,Lucknow,2025-11-22 15:10:11.694499+05:30,26.3,45.0,2.611111111111111,94.25,90.25,10.65,140.0,15,22,11,Saturday
2187,Mumbai,2025-11-22 15:10:11.469224+05:30,32.2,46.0,2.611111111111111,74.15,73.75,40.25,172.0,15,22,11,Saturday
2188,Patna,2025-11-22 15:10:11.700455+05:30,27.2,48.0,3.194444444444444,126.15,122.35,8.95,152.0,15,22,11,Saturday
2189,Pune,2025-11-22 15:10:11.655664+05:30,29.5,41.0,1.0,22.45,22.05,6.95,115.0,15,22,11,Saturday
2190,Surat,2025-11-22 15:10:11.869673+05:30,31.3,31.0,1.805555555555556,98.65,96.05,36.75,96.0,15,22,11,Saturday
2191,Ahmedabad,2025-11-22 16:11:22.790421+05:30,29.1,29.0,2.1944444444444446,94.95,90.05,6.25,125.0,16,22,11,Saturday
2192,Bengaluru,2025-11-22 16:11:22.582951+05:30,25.3,74.0,4.111111111111112,5.25,4.75,4.55,84.0,16,22,11,Saturday
2193,Bhopal,2025-11-22 16:11:22.941357+05:30,26.0,32.0,1.1111111111111112,75.85,70.45,2.45,146.0,16,22,11,Saturday
2194,Chennai,2025-11-22 16:11:22.575972+05:30,30.1,79.0,5.194444444444444,9.05,6.55,2.75,79.0,16,22,11,Saturday
2195,Dehradun,2025-11-22 16:11:22.991044+05:30,16.5,53.0,1.611111111111111,59.65,57.45,3.05,181.0,16,22,11,Saturday
2196,Delhi,2025-11-22 16:11:22.579516+05:30,26.0,30.0,2.305555555555556,151.75,148.95,43.05,204.0,16,22,11,Saturday
2197,Hyderabad,2025-11-22 16:11:22.567335+05:30,28.2,48.0,2.888888888888889,22.25,21.55,3.25,130.0,16,22,11,Saturday
2198,Indore,2025-11-22 16:11:22.796900+05:30,27.2,39.0,1.5,84.45,76.55,3.05,144.0,16,22,11,Saturday
2199,Jaipur,2025-11-22 16:11:22.826110+05:30,26.3,32.0,1.0,104.25,100.05,4.75,171.0,16,22,11,Saturday
2200,Kolkata,2025-11-22 16:11:22.573236+05:30,28.3,45.0,3.1111111111111107,80.25,77.65,7.35,229.0,16,22,11,Saturday
2201,Lucknow,2025-11-22 16:11:22.829861+05:30,25.2,47.0,2.305555555555556,89.05,83.55,3.85,169.0,16,22,11,Saturday
2202,Mumbai,2025-11-22 16:11:22.553833+05:30,32.2,43.0,3.8055555555555554,67.65,67.25,27.85,211.0,16,22,11,Saturday
2203,Patna,2025-11-22 16:11:22.816441+05:30,26.2,51.0,2.694444444444444,112.35,108.65,4.95,179.0,16,22,11,Saturday
2204,Pune,2025-11-22 16:11:22.748754+05:30,29.4,41.0,1.0,20.65,20.25,3.45,135.0,16,22,11,Saturday
2205,Surat,2025-11-22 16:11:22.994622+05:30,30.2,37.0,2.5,97.25,95.35,36.15,117.0,16,22,11,Saturday
2206,Ahmedabad,2025-11-22 17:09:09.670383+05:30,28.1,28.0,2.111111111111111,100.05,93.25,4.25,138.0,17,22,11,Saturday
2207,Bengaluru,2025-11-22 17:09:09.507026+05:30,26.4,70.0,3.3888888888888884,4.85,4.55,3.35,89.0,17,22,11,Saturday
2208,Bhopal,2025-11-22 17:09:09.857217+05:30,26.2,30.0,1.805555555555556,71.35,66.25,1.25,156.0,17,22,11,Saturday
2209,Chennai,2025-11-22 17:09:09.504078+05:30,30.1,79.0,4.805555555555555,8.65,6.15,2.55,77.0,17,22,11,Saturday
2210,Dehradun,2025-11-22 17:09:09.884830+05:30,12.9,60.0,1.0,57.75,54.25,0.85,190.0,17,22,11,Saturday
2211,Delhi,2025-11-22 17:09:09.518854+05:30,25.1,34.0,2.111111111111111,127.55,124.25,27.05,223.0,17,22,11,Saturday
2212,Hyderabad,2025-11-22 17:09:09.473665+05:30,28.3,48.0,2.805555555555556,20.35,19.45,1.85,135.0,17,22,11,Saturday
2213,Indore,2025-11-22 17:09:09.718079+05:30,27.4,39.0,2.694444444444444,79.05,71.35,0.85,155.0,17,22,11,Saturday
2214,Jaipur,2025-11-22 17:09:09.711152+05:30,25.1,36.0,1.5,87.95,84.65,1.15,181.0,17,22,11,Saturday
2215,Kolkata,2025-11-22 17:09:09.478980+05:30,27.1,48.0,2.694444444444444,83.75,80.95,3.55,241.0,17,22,11,Saturday
2216,Lucknow,2025-11-22 17:09:09.724357+05:30,25.3,47.0,2.111111111111111,85.35,79.55,1.15,179.0,17,22,11,Saturday
2217,Mumbai,2025-11-22 17:09:09.522163+05:30,32.1,38.0,4.0,76.25,75.85,23.35,272.0,17,22,11,Saturday
2218,Patna,2025-11-22 17:09:09.731777+05:30,26.2,54.0,2.611111111111111,98.85,95.15,2.55,186.0,17,22,11,Saturday
2219,Pune,2025-11-22 17:09:09.672779+05:30,27.4,50.0,1.1111111111111112,19.75,19.25,2.05,144.0,17,22,11,Saturday
2220,Surat,2025-11-22 17:09:09.865923+05:30,27.1,47.0,3.194444444444444,94.45,93.05,36.35,135.0,17,22,11,Saturday
2221,Ahmedabad,2025-11-22 18:30:22.816091+05:30,27.1,34.0,2.111111111111111,93.05,85.15,3.05,147.0,18,22,11,Saturday
2222,Bengaluru,2025-11-22 18:30:22.578714+05:30,23.4,78.0,3.5,4.75,4.55,3.15,90.0,18,22,11,Saturday
2223,Bhopal,2025-11-22 18:30:22.984602+05:30,22.1,41.0,1.805555555555556,68.15,63.25,1.05,159.0,18,22,11,Saturday
2224,Chennai,2025-11-22 18:30:22.586025+05:30,29.3,84.0,4.694444444444444,8.05,5.75,2.75,74.0,18,22,11,Saturday
2225,Dehradun,2025-11-22 18:30:23.048909+05:30,12.2,62.0,1.8888888888888888,57.45,53.35,0.85,180.0,18,22,11,Saturday
2226,Delhi,2025-11-22 18:30:22.547433+05:30,20.3,56.0,1.8888888888888888,117.95,114.25,14.75,226.0,18,22,11,Saturday
2227,Hyderabad,2025-11-22 18:30:22.561397+05:30,24.2,69.0,2.611111111111111,19.55,18.65,2.05,136.0,18,22,11,Saturday
2228,Indore,2025-11-22 18:30:22.839491+05:30,23.4,50.0,2.694444444444444,75.85,68.35,0.85,157.0,18,22,11,Saturday
2229,Jaipur,2025-11-22 18:30:22.841430+05:30,23.3,44.0,1.3888888888888888,66.55,63.95,0.85,177.0,18,22,11,Saturday
2230,Kolkata,2025-11-22 18:30:22.581612+05:30,25.3,57.0,2.388888888888889,85.65,82.55,3.05,239.0,18,22,11,Saturday
2231,Lucknow,2025-11-22 18:30:22.836455+05:30,20.4,78.0,1.805555555555556,83.05,77.25,0.85,178.0,18,22,11,Saturday
2232,Mumbai,2025-11-22 18:30:22.583195+05:30,31.3,43.0,3.888888888888889,78.15,77.65,18.55,336.0,18,22,11,Saturday
2233,Patna,2025-11-22 18:30:22.842215+05:30,22.1,73.0,2.388888888888889,89.75,86.55,1.35,181.0,18,22,11,Saturday
2234,Pune,2025-11-22 18:30:22.777143+05:30,25.4,52.0,1.3055555555555556,18.15,17.55,1.85,147.0,18,22,11,Saturday
2235,Surat,2025-11-22 18:30:23.029405+05:30,25.6,50.0,3.0,91.65,90.45,37.15,150.0,18,22,11,Saturday
2236,Ahmedabad,2025-11-22 19:10:39.813571+05:30,24.1,47.0,2.111111111111111,82.55,75.35,4.35,149.0,19,22,11,Saturday
2237,Bengaluru,2025-11-22 19:10:39.579551+05:30,23.1,78.0,3.5,4.95,4.75,4.65,88.0,19,22,11,Saturday
2238,Bhopal,2025-11-22 19:10:39.977362+05:30,20.2,53.0,1.611111111111111,66.25,61.35,2.35,158.0,19,22,11,Saturday
2239,Chennai,2025-11-22 19:10:39.583265+05:30,29.2,84.0,4.5,7.95,5.75,3.25,71.0,19,22,11,Saturday
2240,Dehradun,2025-11-22 19:10:40.030602+05:30,11.8,63.0,2.1944444444444446,59.55,55.35,2.95,168.0,19,22,11,Saturday
2241,Delhi,2025-11-22 19:10:39.586759+05:30,19.4,60.0,1.805555555555556,113.55,109.55,12.75,215.0,19,22,11,Saturday
2242,Hyderabad,2025-11-22 19:10:39.613834+05:30,24.2,69.0,3.0,19.15,18.25,3.15,134.0,19,22,11,Saturday
2243,Indore,2025-11-22 19:10:39.837720+05:30,22.2,53.0,2.0,73.95,66.75,2.85,153.0,19,22,11,Saturday
2244,Jaipur,2025-11-22 19:10:39.816827+05:30,22.2,46.0,1.0,57.85,55.45,2.95,167.0,19,22,11,Saturday
2245,Kolkata,2025-11-22 19:10:39.597705+05:30,25.4,57.0,2.111111111111111,85.85,83.05,5.85,228.0,19,22,11,Saturday
2246,Lucknow,2025-11-22 19:10:39.818932+05:30,20.2,83.0,1.5,81.85,76.25,3.15,170.0,19,22,11,Saturday
2247,Mumbai,2025-11-22 19:10:39.560996+05:30,30.2,46.0,3.888888888888889,75.85,75.15,16.05,375.0,19,22,11,Saturday
2248,Patna,2025-11-22 19:10:39.831563+05:30,21.0,78.0,2.1944444444444446,85.15,81.65,3.55,169.0,19,22,11,Saturday
2249,Pune,2025-11-22 19:10:39.777175+05:30,24.8,54.0,1.0,16.75,16.15,2.85,146.0,19,22,11,Saturday
2250,Surat,2025-11-22 19:10:40.020946+05:30,25.2,49.0,2.694444444444444,91.15,90.05,39.35,157.0,19,22,11,Saturday
2251,Ahmedabad,2025-11-22 20:10:36.481220+05:30,21.2,64.0,2.111111111111111,77.25,70.45,9.95,140.0,20,22,11,Saturday
2252,Bengaluru,2025-11-22 20:10:36.253748+05:30,22.2,88.0,3.3888888888888884,5.35,5.15,9.25,80.0,20,22,11,Saturday
2253,Bhopal,2025-11-22 20:10:36.676665+05:30,19.4,52.0,1.3888888888888888,65.55,60.45,5.85,152.0,20,22,11,Saturday
2254,Chennai,2025-11-22 20:10:36.266021+05:30,28.2,89.0,4.305555555555555,8.25,5.85,4.45,68.0,20,22,11,Saturday
2255,Dehradun,2025-11-22 20:10:36.678037+05:30,11.5,64.0,2.305555555555556,63.75,59.75,6.95,160.0,20,22,11,Saturday
2256,Delhi,2025-11-22 20:10:36.244758+05:30,18.4,64.0,1.805555555555556,111.65,107.95,28.15,187.0,20,22,11,Saturday
2257,Hyderabad,2025-11-22 20:10:36.288958+05:30,23.2,78.0,3.194444444444444,19.25,18.35,5.05,129.0,20,22,11,Saturday
2258,Indore,2025-11-22 20:10:36.497618+05:30,21.2,60.0,1.3888888888888888,73.25,66.05,10.45,143.0,20,22,11,Saturday
2259,Jaipur,2025-11-22 20:10:36.482180+05:30,21.2,53.0,1.0,54.15,51.75,9.05,154.0,20,22,11,Saturday
2260,Kolkata,2025-11-22 20:10:36.268390+05:30,25.2,57.0,2.0,87.65,84.95,13.25,205.0,20,22,11,Saturday
2261,Lucknow,2025-11-22 20:10:36.485172+05:30,18.3,88.0,1.5,81.85,76.25,8.75,156.0,20,22,11,Saturday
2262,Mumbai,2025-11-22 20:10:36.256430+05:30,30.2,49.0,1.611111111111111,79.35,78.65,43.45,383.0,20,22,11,Saturday
2263,Patna,2025-11-22 20:10:36.552191+05:30,20.1,83.0,2.0,82.55,79.75,11.25,149.0,20,22,11,Saturday
2264,Pune,2025-11-22 20:10:36.490879+05:30,24.4,55.0,1.0,16.35,15.65,4.65,144.0,20,22,11,Saturday
2265,Surat,2025-11-22 20:10:36.701307+05:30,24.9,46.0,2.611111111111111,90.25,89.35,44.45,150.0,20,22,11,Saturday
2266,Ahmedabad,2025-11-22 21:09:48.224041+05:30,21.1,60.0,2.111111111111111,76.55,70.45,18.05,124.0,21,22,11,Saturday
2267,Bengaluru,2025-11-22 21:09:47.996629+05:30,22.2,88.0,3.6944444444444446,5.75,5.55,15.55,68.0,21,22,11,Saturday
2268,Bhopal,2025-11-22 21:09:48.443698+05:30,19.2,60.0,1.0,68.15,63.45,10.85,142.0,21,22,11,Saturday
2269,Chennai,2025-11-22 21:09:48.009081+05:30,28.3,89.0,4.111111111111112,8.25,5.85,6.15,66.0,21,22,11,Saturday
2270,Dehradun,2025-11-22 21:09:48.403903+05:30,11.2,65.0,2.305555555555556,68.35,65.55,12.75,150.0,21,22,11,Saturday
2271,Delhi,2025-11-22 21:09:48.025020+05:30,17.0,72.0,1.6944444444444442,121.95,118.85,53.85,146.0,21,22,11,Saturday
2272,Hyderabad,2025-11-22 21:09:48.034130+05:30,24.2,69.0,3.0,19.75,18.95,7.85,122.0,21,22,11,Saturday
2273,Indore,2025-11-22 21:09:48.401184+05:30,21.3,64.0,1.0,75.55,68.85,21.15,128.0,21,22,11,Saturday
2274,Jaipur,2025-11-22 21:09:48.221964+05:30,20.4,56.0,1.1111111111111112,54.45,52.05,18.05,135.0,21,22,11,Saturday
2275,Kolkata,2025-11-22 21:09:47.984473+05:30,23.3,65.0,1.8888888888888888,97.75,95.65,24.05,173.0,21,22,11,Saturday
2276,Lucknow,2025-11-22 21:09:49.268610+05:30,18.0,88.0,1.5,86.55,82.15,16.95,136.0,21,22,11,Saturday
2277,Mumbai,2025-11-22 21:09:48.284049+05:30,29.3,55.0,3.305555555555556,72.35,71.65,20.85,352.0,21,22,11,Saturday
2278,Patna,2025-11-22 21:09:48.218326+05:30,20.4,78.0,1.8888888888888888,86.55,83.95,22.35,123.0,21,22,11,Saturday
2279,Pune,2025-11-22 21:09:48.161453+05:30,23.8,57.0,1.0,16.55,15.75,7.75,138.0,21,22,11,Saturday
2280,Surat,2025-11-22 21:09:49.464465+05:30,24.5,44.0,2.388888888888889,91.45,90.45,51.05,135.0,21,22,11,Saturday
2281,Ahmedabad,2025-11-22 22:15:13.214551+05:30,20.0,64.0,2.305555555555556,83.05,77.45,25.65,107.0,22,22,11,Saturday
2282,Bengaluru,2025-11-22 22:15:12.974446+05:30,22.1,88.0,3.3888888888888884,7.95,7.85,19.95,58.0,22,22,11,Saturday
2283,Bhopal,2025-11-22 22:15:13.429502+05:30,18.1,60.0,1.0,73.25,68.65,15.55,130.0,22,22,11,Saturday
2284,Chennai,2025-11-22 22:15:12.979446+05:30,28.3,89.0,4.0,8.95,6.45,7.55,64.0,22,22,11,Saturday
2285,Dehradun,2025-11-22 22:15:13.451289+05:30,11.0,65.0,2.1944444444444446,77.45,74.85,18.55,140.0,22,22,11,Saturday
2286,Delhi,2025-11-22 22:15:12.976541+05:30,16.2,77.0,1.6944444444444442,142.45,139.65,75.75,109.0,22,22,11,Saturday
2287,Hyderabad,2025-11-22 22:15:12.982311+05:30,21.4,83.0,2.611111111111111,22.15,21.55,10.95,113.0,22,22,11,Saturday
2288,Indore,2025-11-22 22:15:13.248195+05:30,20.2,68.0,1.0,84.25,77.95,30.85,113.0,22,22,11,Saturday
2289,Jaipur,2025-11-22 22:15:13.229302+05:30,18.3,64.0,1.805555555555556,60.65,58.25,27.15,116.0,22,22,11,Saturday
2290,Kolkata,2025-11-22 22:15:13.011059+05:30,23.2,61.0,2.111111111111111,121.45,119.35,35.05,142.0,22,22,11,Saturday
2291,Lucknow,2025-11-22 22:15:13.326845+05:30,17.2,94.0,1.5,96.75,92.15,25.25,115.0,22,22,11,Saturday
2292,Mumbai,2025-11-22 22:15:13.035911+05:30,29.4,55.0,1.3888888888888888,72.75,72.05,43.95,252.0,22,22,11,Saturday
2293,Patna,2025-11-22 22:15:13.349854+05:30,20.3,78.0,1.805555555555556,98.45,95.85,32.05,99.0,22,22,11,Saturday
2294,Pune,2025-11-22 22:15:13.221281+05:30,23.3,58.0,1.0,19.55,18.85,13.45,126.0,22,22,11,Saturday
2295,Surat,2025-11-22 22:15:13.435374+05:30,24.1,43.0,2.1944444444444446,93.95,93.05,54.85,121.0,22,22,11,Saturday
2296,Ahmedabad,2025-11-22 23:09:47.743099+05:30,19.3,73.0,2.1944444444444446,89.55,83.95,32.55,88.0,23,22,11,Saturday
2297,Bengaluru,2025-11-22 23:09:47.563175+05:30,21.2,94.0,3.194444444444444,8.85,8.85,20.85,54.0,23,22,11,Saturday
2298,Bhopal,2025-11-22 23:09:47.960165+05:30,16.3,68.0,1.0,81.85,77.25,19.65,116.0,23,22,11,Saturday
2299,Chennai,2025-11-22 23:09:47.535188+05:30,28.4,89.0,3.8055555555555554,9.65,7.25,8.75,62.0,23,22,11,Saturday
2300,Dehradun,2025-11-22 23:09:47.984348+05:30,10.8,65.0,2.305555555555556,85.35,82.85,23.95,130.0,23,22,11,Saturday
2301,Delhi,2025-11-22 23:09:47.538407+05:30,16.3,77.0,1.6944444444444442,164.75,161.95,89.45,79.0,23,22,11,Saturday
2302,Hyderabad,2025-11-22 23:09:47.526808+05:30,21.4,83.0,2.305555555555556,27.05,26.45,14.95,101.0,23,22,11,Saturday
2303,Indore,2025-11-22 23:09:47.799703+05:30,18.0,68.0,1.0,95.85,89.35,38.65,97.0,23,22,11,Saturday
2304,Jaipur,2025-11-22 23:09:47.794565+05:30,18.4,64.0,2.305555555555556,71.15,68.65,36.25,97.0,23,22,11,Saturday
2305,Kolkata,2025-11-22 23:09:47.559434+05:30,23.2,61.0,2.305555555555556,145.25,142.85,45.95,115.0,23,22,11,Saturday
2306,Lucknow,2025-11-22 23:09:47.762660+05:30,17.2,94.0,1.3055555555555556,114.25,109.55,33.45,94.0,23,22,11,Saturday
2307,Mumbai,2025-11-22 23:09:47.514006+05:30,28.3,58.0,1.0,70.45,69.75,43.75,206.0,23,22,11,Saturday
2308,Patna,2025-11-22 23:09:47.802548+05:30,19.1,83.0,1.6944444444444442,111.25,108.85,39.15,79.0,23,22,11,Saturday
2309,Pune,2025-11-22 23:09:47.801324+05:30,22.4,61.0,1.0,27.25,26.55,24.05,102.0,23,22,11,Saturday
2310,Surat,2025-11-22 23:09:47.946065+05:30,23.7,43.0,2.1944444444444446,95.85,94.95,53.75,110.0,23,22,11,Saturday
2311,Ahmedabad,2025-11-23 00:17:54.226131+05:30,18.2,77.0,2.305555555555556,90.25,85.85,42.25,55.0,0,23,11,Sunday
2312,Bengaluru,2025-11-23 00:17:53.780667+05:30,21.4,94.0,2.805555555555556,8.55,8.45,18.35,51.0,0,23,11,Sunday
2313,Bhopal,2025-11-23 00:17:54.121510+05:30,16.0,68.0,1.0,86.75,82.15,25.65,87.0,0,23,11,Sunday
2314,Chennai,2025-11-23 00:17:53.738861+05:30,28.0,89.0,3.611111111111111,8.95,6.95,10.15,60.0,0,23,11,Sunday
2315,Dehradun,2025-11-23 00:17:54.168029+05:30,10.4,64.0,2.1944444444444446,97.05,94.45,34.05,108.0,0,23,11,Sunday
2316,Delhi,2025-11-23 00:17:53.787697+05:30,16.0,77.0,1.611111111111111,197.85,195.45,104.65,33.0,0,23,11,Sunday
2317,Hyderabad,2025-11-23 00:17:53.755406+05:30,21.1,83.0,1.8888888888888888,28.15,27.65,22.15,76.0,0,23,11,Sunday
2318,Indore,2025-11-23 00:17:53.998648+05:30,16.4,77.0,1.3888888888888888,107.25,100.95,49.05,70.0,0,23,11,Sunday
2319,Jaipur,2025-11-23 00:17:53.965871+05:30,16.2,72.0,2.5,90.25,87.65,52.25,61.0,0,23,11,Sunday
2320,Kolkata,2025-11-23 00:17:53.751216+05:30,22.2,65.0,2.388888888888889,188.05,185.75,65.85,68.0,0,23,11,Sunday
2321,Lucknow,2025-11-23 00:17:53.995339+05:30,16.1,100.0,1.6944444444444442,139.15,134.45,48.15,55.0,0,23,11,Sunday
2322,Mumbai,2025-11-23 00:17:53.753768+05:30,27.0,62.0,1.5,72.05,71.15,42.35,132.0,0,23,11,Sunday
2323,Patna,2025-11-23 00:17:54.012894+05:30,20.2,78.0,1.6944444444444442,128.45,125.65,48.25,48.0,0,23,11,Sunday
2324,Pune,2025-11-23 00:17:53.950444+05:30,21.1,62.0,1.3055555555555556,37.85,37.25,47.55,48.0,0,23,11,Sunday
2325,Surat,2025-11-23 00:17:54.156501+05:30,23.6,47.0,2.694444444444444,92.35,91.45,37.75,100.0,0,23,11,Sunday
2326,Ahmedabad,2025-11-23 01:09:34.667945+05:30,18.3,77.0,2.305555555555556,90.25,85.85,42.25,55.0,1,23,11,Sunday
2327,Bengaluru,2025-11-23 01:09:34.444465+05:30,21.1,88.0,2.805555555555556,8.55,8.45,18.35,51.0,1,23,11,Sunday
2328,Bhopal,2025-11-23 01:09:34.747035+05:30,15.2,77.0,1.0,86.75,82.15,25.65,87.0,1,23,11,Sunday
2329,Chennai,2025-11-23 01:09:34.452208+05:30,27.4,94.0,3.611111111111111,8.95,6.95,10.15,60.0,1,23,11,Sunday
2330,Dehradun,2025-11-23 01:09:34.871804+05:30,10.4,64.0,2.1944444444444446,97.05,94.45,34.05,108.0,1,23,11,Sunday
2331,Delhi,2025-11-23 01:09:34.455006+05:30,15.2,77.0,1.611111111111111,197.85,195.45,104.65,33.0,1,23,11,Sunday
2332,Hyderabad,2025-11-23 01:09:34.447700+05:30,20.0,88.0,1.8888888888888888,28.15,27.65,22.15,76.0,1,23,11,Sunday
2333,Indore,2025-11-23 01:09:34.688822+05:30,15.3,82.0,1.3888888888888888,107.25,100.95,49.05,70.0,1,23,11,Sunday
2334,Jaipur,2025-11-23 01:09:34.651327+05:30,16.2,68.0,2.5,90.25,87.65,52.25,61.0,1,23,11,Sunday
2335,Kolkata,2025-11-23 01:09:34.392460+05:30,22.3,73.0,2.388888888888889,188.05,185.75,65.85,68.0,1,23,11,Sunday
2336,Lucknow,2025-11-23 01:09:34.963125+05:30,16.2,100.0,1.6944444444444442,139.15,134.45,48.15,55.0,1,23,11,Sunday
2337,Mumbai,2025-11-23 01:09:34.436815+05:30,28.0,55.0,2.694444444444444,68.65,67.65,27.25,194.0,1,23,11,Sunday
2338,Patna,2025-11-23 01:09:34.663240+05:30,18.4,88.0,1.6944444444444442,128.45,125.65,48.25,48.0,1,23,11,Sunday
2339,Pune,2025-11-23 01:09:34.569569+05:30,21.1,62.0,1.3055555555555556,37.85,37.25,47.55,48.0,1,23,11,Sunday
2340,Surat,2025-11-23 01:09:34.865203+05:30,22.9,44.0,2.694444444444444,94.95,93.75,46.25,91.0,1,23,11,Sunday
2341,Ahmedabad,2025-11-23 02:11:58.409298+05:30,18.3,73.0,2.305555555555556,89.75,85.65,40.75,52.0,2,23,11,Sunday
